codice_scuola|classi|descrizione_indirizzo
"PREE834026"|1|"tempo pieno per 40 ore settimanali"
"PREE835011"|1|"da 28 a 30 ore settimanali"
"PREE835011"|2|"tempo pieno per 40 ore settimanali"
"PREE835022"|1|"tempo pieno per 40 ore settimanali"
"PREE835033"|2|"da 28 a 30 ore settimanali"
"PREE83601R"|1|"tempo pieno per 40 ore settimanali"
"PREE83602T"|1|"da 28 a 30 ore settimanali"
"PREE83602T"|1|"tempo pieno per 40 ore settimanali"
"PREE83801C"|3|"27 ore settimanali"
"PREE83801C"|1|"tempo pieno per 40 ore settimanali"
"PREE83802D"|1|"27 ore settimanali"
"PREE839018"|2|"27 ore settimanali"
"PREE839029"|1|"27 ore settimanali"
"PREE83903A"|1|"27 ore settimanali"
"PREE83904B"|1|"27 ore settimanali"
"PREE83905C"|1|"27 ore settimanali"
"PREE83906D"|1|"27 ore settimanali"
"PREE83907E"|1|"27 ore settimanali"
"PRMM00600X"|3|"30 ore settimanali"
"PRMM06400X"|8|"30 ore settimanali"
"PRMM06400X"|1|"da 31 a 33 ore settimanali"
"PRMM805014"|3|"30 ore settimanali"
"PRMM80601X"|3|"30 ore settimanali"
"PRMM80701Q"|4|"30 ore settimanali"
"PRMM80801G"|5|"30 ore settimanali"
"PRMM80901B"|4|"30 ore settimanali"
"PRMM81001G"|1|"30 ore settimanali"
"PRMM81002L"|1|"tempo prolungato a 36 ore settimanali"
"PRMM81003N"|1|"30 ore settimanali"
"PRMM81004P"|1|"tempo prolungato a 36 ore settimanali"
"PRMM812017"|3|"30 ore settimanali"
"PRMM812028"|1|"30 ore settimanali"
"PRMM813013"|3|"30 ore settimanali"
"PRMM813024"|2|"30 ore settimanali"
"PRMM81401V"|4|"30 ore settimanali"
"PRMM81402X"|2|"30 ore settimanali"
"PRMM81501P"|1|"30 ore settimanali"
"PRMM81504T"|2|"30 ore settimanali"
"PRMM81601E"|1|"tempo prolungato a 36 ore settimanali"
"PRMM81602G"|1|"tempo prolungato a 36 ore settimanali"
"PRMM81603L"|1|"30 ore settimanali"
"PRMM81604N"|1|"30 ore settimanali"
"PRMM81701A"|1|"30 ore settimanali"
"PRMM81701A"|1|"tempo prolungato a 36 ore settimanali"
"PRMM81702B"|1|"tempo prolungato a 36 ore settimanali"
"PRMM818016"|3|"30 ore settimanali"
"PRMM819012"|4|"30 ore settimanali"
"PRMM820016"|6|"30 ore settimanali"
"PRMM820016"|1|"tempo prolungato a 36 ore settimanali"
"PRMM821023"|5|"30 ore settimanali"
"PRMM821023"|1|"da 31 a 33 ore settimanali"
"PRMM82201T"|2|"30 ore settimanali"
"PRMM82202V"|1|"30 ore settimanali"
"PRMM82301N"|3|"30 ore settimanali"
"PRMM82302P"|2|"30 ore settimanali"
"PRMM82303Q"|1|"30 ore settimanali"
"PRMM82401D"|4|"30 ore settimanali"
"PRMM825019"|5|"30 ore settimanali"
"PRMM826015"|2|"30 ore settimanali"
"PRMM827011"|7|"30 ore settimanali"
"PRMM82801R"|8|"30 ore settimanali"
"PRMM82901L"|3|"30 ore settimanali"
"PRMM83001R"|2|"30 ore settimanali"
"PRMM83002T"|1|"30 ore settimanali"
"PRMM83003V"|1|"30 ore settimanali"
"PRMM83003V"|1|"tempo prolungato a 36 ore settimanali"
"PRMM83201C"|2|"30 ore settimanali"
"PRMM83201C"|1|"da 31 a 33 ore settimanali"
"PRMM833018"|4|"tempo prolungato da 37 a 40 ore settimanali"
"PRMM834014"|5|"30 ore settimanali"
"PRMM83501X"|3|"30 ore settimanali"
"PRMM83601Q"|7|"30 ore settimanali"
"PRMM83801B"|4|"30 ore settimanali"
"PRMM839017"|4|"30 ore settimanali"
"PRMM839028"|1|"30 ore settimanali"
"PRMM839039"|1|"tempo prolungato a 36 ore settimanali"
"PRPC00301V"|1|"CLASSICO"
"PRPC00301V"|1|"SCIENTIFICO"
"PRPC00301V"|1|"LINGUISTICO"
"PRPC010001"|8|"CLASSICO"
"PRPC030006"|1|"CLASSICO EUROPEO/ INTERNAZIONALE"
"PRPC030006"|1|"CLASSICO"
"PRPM010005"|4|"SCIENZE UMANE"
"PRPM010005"|2|"SCIENZE UMANE  - OPZIONE ECONOMICO SOCIALE"
"PRPS00101A"|1|"SCIENTIFICO"
"PRPS00101A"|1|"LINGUISTICO"
"PRPS00101A"|1|"SCIENZE UMANE"
"PRPS010004"|3|"SCIENTIFICO"
"PRPS030009"|6|"SCIENTIFICO"
"PRPS030009"|2|"SCIENTIFICO -  OPZIONE SCIENZE APPLICATE"
"PRPS030009"|7|"LINGUISTICO"
"PRPS04000X"|8|"SCIENTIFICO"
"PRPS04000X"|1|"SCIENTIFICO -  OPZIONE SCIENZE APPLICATE"
"PRPS05000E"|5|"SCIENTIFICO"
"PRPS05000E"|1|"MUSICALE E COREUTICO - SEZIONE MUSICALE"
"PRRA00201Q"|2|"SERVIZI PER L'AGRICOLTURA E LO SVILUPPO RURALE"
"PRRC00401A"|4|"IeFP-SERVIZI SOCIO-SANITARI"
"PRRC00401A"|9|"IeFP-SERVIZI COMMERCIALI"
"PRRH01000T"|9|"ENOGASTRONOMIA E L'OSPITALITA' ALBERGHIERA - BIENNIO  COMUNE"
"PRRH01000T"|2|"TURISMO"
"PRRH01001V"|2|"ENOGASTRONOMIA E L'OSPITALITA' ALBERGHIERA - BIENNIO  COMUNE"
"PRRI00101G"|1|"ENOGASTRONOMIA E L'OSPITALITA' ALBERGHIERA - BIENNIO  COMUNE"
"PRRI00101G"|2|"MANUTENZIONE E ASSISTENZA TECNICA"
"PRRI010009"|5|"MANUTENZIONE E ASSISTENZA TECNICA"
"PRRI010009"|2|"PRODUZIONI INDUSTRIALI E ARTIGIANALI  - BIENNIO COMUNE"
"PRRI01003C"|2|"MANUTENZIONE E ASSISTENZA TECNICA"
"PRRI01050P"|1|"MANUTENZIONE E ASSISTENZA TECNICA"
"PRRI01050P"|1|"PRODUZIONI INDUSTRIALI E ARTIGIANALI  - BIENNIO COMUNE"
"PRSD01000E"|7|"ARTISTICO NUOVO ORDINAMENTO - BIENNIO COMUNE"
"PRTA00201G"|6|"AGRARIA, AGROALIMENTARE E AGROINDUSTRIA - BIENNIO COMUNE"
"PRTD001016"|1|"AMMINISTRAZIONE FINANZA E MARKETING - BIENNIO COMUNE"
"PRTD00301T"|1|"AMMINISTRAZIONE FINANZA E MARKETING - BIENNIO COMUNE"
"PRTD00301T"|1|"COSTRUZIONI, AMBIENTE E TERRITORIO - BIENNIO COMUNE"
"PRTD02000E"|9|"AMMINISTRAZIONE FINANZA E MARKETING - BIENNIO COMUNE"
"PRTD04000Q"|6|"AMMINISTRAZIONE FINANZA E MARKETING - BIENNIO COMUNE"
"PRTF002018"|3|"AMMINISTRAZIONE FINANZA E MARKETING - BIENNIO COMUNE"
"PRTF002018"|3|"INFORMATICA E TELECOMUNICAZIONI - BIENNIO COMUNE"
"PRTF002018"|2|"AGRARIA, AGROALIMENTARE E AGROINDUSTRIA - BIENNIO COMUNE"
"PRTF004021"|1|"SCIENTIFICO -  OPZIONE SCIENZE APPLICATE"
"PRTF010006"|2|"MECCANICA  MECCATRONICA ENERGIA - BIENNIO COMUNE"
"PRTF010006"|2|"TRASPORTI E LOGISTICA  - BIENNIO COMUNE"
"PRTF010006"|3|"ELETTRONICA ED ELETTROTECNICA - BIENNIO COMUNE"
"PRTF010006"|3|"INFORMATICA E TELECOMUNICAZIONI - BIENNIO COMUNE"
"PRTF010006"|2|"CHIMICA, MATERIALI E BIOTECNOLOGIE - BIENNIO COMUNE"
"PRTF02000R"|1|"MANUTENZIONE E ASSISTENZA TECNICA"
"PRTF02000R"|1|"AMMINISTRAZIONE FINANZA E MARKETING - BIENNIO COMUNE"
"PRTF02000R"|2|"INFORMATICA E TELECOMUNICAZIONI - BIENNIO COMUNE"
"PRTF02001T"|1|"MANUTENZIONE E ASSISTENZA TECNICA"
"PRTF02001T"|1|"AMMINISTRAZIONE FINANZA E MARKETING - BIENNIO COMUNE"
"PRTF02001T"|1|"INFORMATICA E TELECOMUNICAZIONI - BIENNIO COMUNE"
"PRTF03000B"|1|"MECCANICA  MECCATRONICA ENERGIA - BIENNIO COMUNE"
"PRTF03000B"|1|"TRASPORTI E LOGISTICA  - BIENNIO COMUNE"
"PRTF03000B"|1|"ELETTRONICA ED ELETTROTECNICA - BIENNIO COMUNE"
"PRTF03000B"|1|"CHIMICA, MATERIALI E BIOTECNOLOGIE - BIENNIO COMUNE"
"PRTF03000B"|2|"SCIENTIFICO -  OPZIONE SCIENZE APPLICATE"
"PRTL01000A"|7|"COSTRUZIONI, AMBIENTE E TERRITORIO - BIENNIO COMUNE"
"PSEE015029"|2|"da 28 a 30 ore settimanali"
"PSEE015029"|1|"tempo pieno per 40 ore settimanali"
"PSEE01511Q"|2|"da 28 a 30 ore settimanali"
"PSEE01513T"|1|"tempo pieno per 40 ore settimanali"
"PSEE016014"|3|"da 28 a 30 ore settimanali"
"PSEE016014"|1|"tempo pieno per 40 ore settimanali"
"PSEE01613N"|1|"da 28 a 30 ore settimanali"
"PSEE02101G"|2|"27 ore settimanali"
"PSEE02103N"|1|"27 ore settimanali"
"PSEE02103N"|1|"tempo pieno per 40 ore settimanali"
"PSEE02105Q"|1|"27 ore settimanali"
"PSEE02109X"|1|"27 ore settimanali"
"PSEE038011"|2|"tempo pieno per 40 ore settimanali"
"PSEE038022"|2|"tempo pieno per 40 ore settimanali"
"PSEE038033"|2|"27 ore settimanali"
"PSEE03901R"|3|"da 28 a 30 ore settimanali"
"PSEE03901R"|1|"tempo pieno per 40 ore settimanali"
"PSEE03902T"|2|"tempo pieno per 40 ore settimanali"
"PSEE03904X"|2|"27 ore settimanali"
"PSEE803011"|1|"da 28 a 30 ore settimanali"
"PSEE803022"|1|"da 28 a 30 ore settimanali"
"PSEE803033"|1|"da 28 a 30 ore settimanali"
"PSEE803044"|1|"da 28 a 30 ore settimanali"
"PSEE80401R"|2|"27 ore settimanali"
"PSEE80402T"|1|"27 ore settimanali"
"PSEE80403V"|1|"27 ore settimanali"
"PSEE80502N"|1|"da 28 a 30 ore settimanali"
"PSEE80504Q"|1|"27 ore settimanali"
"PSEE80505R"|2|"27 ore settimanali"
"PSEE807018"|1|"da 28 a 30 ore settimanali"
"PSEE807029"|2|"da 28 a 30 ore settimanali"
"PSEE808014"|1|"24 ore settimanali"
"PSEE808025"|1|"tempo pieno per 40 ore settimanali"
"PSEE808036"|1|"27 ore settimanali"
"PSEE80901X"|1|"da 28 a 30 ore settimanali"
"PSEE809021"|1|"da 28 a 30 ore settimanali"
"PSEE810014"|1|"tempo pieno per 40 ore settimanali"
"PSEE810025"|1|"da 28 a 30 ore settimanali"
"PSEE810047"|1|"da 28 a 30 ore settimanali"
"PSEE81101X"|1|"da 28 a 30 ore settimanali"
"PSEE811021"|1|"da 28 a 30 ore settimanali"
"PSEE811043"|1|"da 28 a 30 ore settimanali"
"PSEE81201Q"|2|"da 28 a 30 ore settimanali"
"PSEE81202R"|1|"tempo pieno per 40 ore settimanali"
"PSEE81203T"|1|"da 28 a 30 ore settimanali"
"PSEE81203T"|1|"tempo pieno per 40 ore settimanali"
"PSEE815028"|1|"da 28 a 30 ore settimanali"
"PSEE815039"|1|"da 28 a 30 ore settimanali"
"PSEE81504A"|1|"da 28 a 30 ore settimanali"
"PSEE81505B"|1|"da 28 a 30 ore settimanali"
"PSEE816013"|3|"da 28 a 30 ore settimanali"
"PSEE816024"|1|"da 28 a 30 ore settimanali"
"PSEE81701V"|1|"da 28 a 30 ore settimanali"
"PSEE81701V"|1|"tempo pieno per 40 ore settimanali"
"PSEE81702X"|3|"da 28 a 30 ore settimanali"
"PSEE817031"|1|"da 28 a 30 ore settimanali"
"PSEE817042"|1|"da 28 a 30 ore settimanali"
"PSEE817053"|1|"da 28 a 30 ore settimanali"
"PSEE81801P"|3|"da 28 a 30 ore settimanali"
"PSEE81801P"|1|"tempo pieno per 40 ore settimanali"
"PSEE81802Q"|1|"da 28 a 30 ore settimanali"
"PSEE81901E"|1|"27 ore settimanali"
"PSEE81902G"|1|"da 28 a 30 ore settimanali"
"PSEE81902G"|1|"tempo pieno per 40 ore settimanali"
"PSEE82001P"|1|"da 28 a 30 ore settimanali"
"PSEE82002Q"|1|"27 ore settimanali"
"PSEE82101E"|1|"da 28 a 30 ore settimanali"
"PSEE82101E"|1|"tempo pieno per 40 ore settimanali"
"PSEE82102G"|2|"da 28 a 30 ore settimanali"
"PSEE82201A"|1|"27 ore settimanali"
"PSEE82202B"|3|"da 28 a 30 ore settimanali"
"PSEE823016"|1|"tempo pieno per 40 ore settimanali"
"PSEE823027"|2|"da 28 a 30 ore settimanali"
"PSEE823049"|2|"da 28 a 30 ore settimanali"
"PSEE824012"|3|"da 28 a 30 ore settimanali"
"PSEE824012"|1|"tempo pieno per 40 ore settimanali"
"PSEE82501T"|1|"da 28 a 30 ore settimanali"
"PSEE82501T"|1|"tempo pieno per 40 ore settimanali"
"PSEE82502V"|1|"da 28 a 30 ore settimanali"
"PSEE82503X"|1|"da 28 a 30 ore settimanali"
"PSEE82601N"|2|"27 ore settimanali"
"PSEE82602P"|1|"tempo pieno per 40 ore settimanali"
"PSEE82701D"|3|"27 ore settimanali"
"PSEE82702E"|2|"27 ore settimanali"
"PSEE828019"|2|"27 ore settimanali"
"PSEE82802A"|1|"27 ore settimanali"
"PSEE829015"|3|"da 28 a 30 ore settimanali"
"PSEE829026"|1|"da 28 a 30 ore settimanali"
"PSEE829037"|2|"da 28 a 30 ore settimanali"
"PSEE830019"|3|"da 28 a 30 ore settimanali"
"PSEE831015"|1|"27 ore settimanali"
"PSEE831026"|1|"tempo pieno per 40 ore settimanali"
"PSEE831037"|1|"tempo pieno per 40 ore settimanali"
"PSEE831048"|1|"27 ore settimanali"
"PSEE831059"|1|"27 ore settimanali"
"PSEE832011"|2|"27 ore settimanali"
"PSEE83301R"|2|"da 28 a 30 ore settimanali"
"PSEE83401L"|2|"tempo pieno per 40 ore settimanali"
"PSEE83402N"|1|"tempo pieno per 40 ore settimanali"
"PSEE83501C"|3|"da 28 a 30 ore settimanali"
"PSEE83502D"|1|"da 28 a 30 ore settimanali"
"PSEE83503E"|1|"da 28 a 30 ore settimanali"
"PSEE836018"|2|"27 ore settimanali"
"PSEE836029"|1|"27 ore settimanali"
"PSEE83603A"|2|"27 ore settimanali"
"PSEE83605C"|1|"tempo pieno per 40 ore settimanali"
"PSEE837014"|1|"tempo pieno per 40 ore settimanali"
"PSEE837025"|1|"da 28 a 30 ore settimanali"
"PSEE837036"|1|"da 28 a 30 ore settimanali"
"PSEE837047"|1|"da 28 a 30 ore settimanali"
"PSEE837058"|1|"da 28 a 30 ore settimanali"
"PSEE83801X"|2|"da 28 a 30 ore settimanali"
"PSEE83901Q"|3|"27 ore settimanali"
"PSEE83902R"|2|"27 ore settimanali"
"PSEE84001X"|2|"tempo pieno per 40 ore settimanali"
"PSEE840021"|2|"27 ore settimanali"
"PSEE840032"|1|"27 ore settimanali"
"PSEE840043"|1|"27 ore settimanali"
"PSEE840043"|1|"tempo pieno per 40 ore settimanali"
"PSEE840054"|1|"27 ore settimanali"
"PSEE84101Q"|2|"da 28 a 30 ore settimanali"
"PSEE84102R"|1|"da 28 a 30 ore settimanali"
"PSEE84103T"|2|"da 28 a 30 ore settimanali"
"PSMM80301X"|2|"30 ore settimanali"
"PSMM80401Q"|2|"30 ore settimanali"
"PSMM80402R"|1|"30 ore settimanali"
"PSMM80501G"|3|"30 ore settimanali"
"PSMM807017"|2|"30 ore settimanali"
"PSMM808013"|1|"30 ore settimanali"
"PSMM808024"|1|"30 ore settimanali"
"PSMM80901V"|2|"30 ore settimanali"
"PSMM810024"|2|"30 ore settimanali"
"PSMM81101V"|1|"30 ore settimanali"
"PSMM81102X"|1|"tempo prolungato a 36 ore settimanali"
"PSMM811031"|1|"30 ore settimanali"
"PSMM81201P"|2|"30 ore settimanali"
"PSMM81202Q"|2|"30 ore settimanali"
"PSMM815016"|1|"30 ore settimanali"
"PSMM815016"|2|"tempo prolungato a 36 ore settimanali"
"PSMM816012"|5|"30 ore settimanali"
"PSMM81701T"|1|"tempo prolungato a 36 ore settimanali"
"PSMM81702V"|2|"30 ore settimanali"
"PSMM81801N"|5|"30 ore settimanali"
"PSMM81901D"|2|"30 ore settimanali"
"PSMM82001N"|5|"da 31 a 33 ore settimanali"
"PSMM82002P"|1|"da 31 a 33 ore settimanali"
"PSMM82101D"|5|"30 ore settimanali"
"PSMM82101D"|1|"tempo prolungato a 36 ore settimanali"
"PSMM822019"|4|"30 ore settimanali"
"PSMM823015"|4|"30 ore settimanali"
"PSMM823026"|2|"30 ore settimanali"
"PSMM824011"|6|"30 ore settimanali"
"PSMM824011"|1|"da 31 a 33 ore settimanali"
"PSMM82501R"|5|"30 ore settimanali"
"PSMM82601L"|3|"30 ore settimanali"
"PSMM82701C"|4|"30 ore settimanali"
"PSMM82701C"|1|"da 31 a 33 ore settimanali"
"PSMM828018"|6|"30 ore settimanali"
"PSMM829014"|8|"30 ore settimanali"
"PSMM830018"|5|"30 ore settimanali"
"PSMM831014"|3|"30 ore settimanali"
"PSMM831025"|1|"30 ore settimanali"
"PSMM83201X"|2|"30 ore settimanali"
"PSMM832021"|1|"30 ore settimanali"
"PSMM832032"|2|"30 ore settimanali"
"PSMM83301Q"|5|"30 ore settimanali"
"PSMM83401G"|1|"30 ore settimanali"
"PSMM83401G"|1|"tempo prolungato da 37 a 40 ore settimanali"
"PSMM83403N"|1|"tempo prolungato a 36 ore settimanali"
"PSMM83501B"|3|"30 ore settimanali"
"PSMM83502C"|1|"30 ore settimanali"
"PSMM836017"|2|"30 ore settimanali"
"PSMM836028"|2|"30 ore settimanali"
"PSMM837013"|1|"30 ore settimanali"
"PSMM837013"|1|"da 31 a 33 ore settimanali"
"PSMM837013"|2|"tempo prolungato da 37 a 40 ore settimanali"
"PSMM83801V"|9|"30 ore settimanali"
"PSMM83901P"|7|"30 ore settimanali"
"PSMM83901P"|1|"da 31 a 33 ore settimanali"
"PSMM84001V"|1|"tempo prolungato a 36 ore settimanali"
"PSMM84002X"|2|"tempo prolungato a 36 ore settimanali"
"PSMM84101P"|3|"30 ore settimanali"
"PSPC018014"|2|"CLASSICO"
"PSPC018014"|2|"LINGUISTICO"
"PSPC03000N"|3|"CLASSICO"
"PSPC03000N"|8|"LINGUISTICO"
"PSPC03000N"|3|"SCIENZE UMANE"
"PSPC03000N"|1|"SCIENZE UMANE  - OPZIONE ECONOMICO SOCIALE"
"PSPC06000D"|3|"CLASSICO"
"PSPC06000D"|2|"LINGUISTICO"
"PSPC06000D"|2|"SCIENZE UMANE"
"PSPQ006016"|1|"SCIENZE UMANE"
"PSPS00101T"|1|"AMMINISTRAZIONE FINANZA E MARKETING - BIENNIO COMUNE"
"PSPS00101T"|1|"SCIENTIFICO"
"PSPS01000G"|6|"SCIENTIFICO"
"PSPS01000G"|1|"SCIENTIFICO -  OPZIONE SCIENZE APPLICATE"
"PSPS01001L"|2|"SCIENTIFICO"
"PSPS020006"|7|"SCIENTIFICO"
"PSPS020006"|2|"SCIENTIFICO -  OPZIONE SCIENZE APPLICATE"
"PSPS020006"|1|"MUSICALE E COREUTICO - SEZIONE MUSICALE"
"PSPS050002"|3|"SCIENTIFICO"
"PSPS050002"|2|"SCIENZE UMANE"
"PSRA01301N"|3|"SERVIZI PER L'AGRICOLTURA E LO SVILUPPO RURALE"
"PSRC002016"|2|"IeFP-SERVIZI COMMERCIALI"
"PSRC003012"|3|"SERVIZI COMMERCIALI"
"PSRF001014"|1|"SERVIZI SOCIO-SANITARI"
"PSRF006017"|2|"SERVIZI SOCIO-SANITARI"
"PSRH00201B"|8|"IeFP-ENOGASTRONOMIA E L'OSPITALITA' ALBERGHIERA"
"PSRH004013"|3|"ENOGASTRONOMIA E L'OSPITALITA' ALBERGHIERA - BIENNIO  COMUNE"
"PSRI001013"|1|"MANUTENZIONE E ASSISTENZA TECNICA"
"PSRI00301P"|1|"MANUTENZIONE E ASSISTENZA TECNICA"
"PSRI00302Q"|1|"MANUTENZIONE E ASSISTENZA TECNICA"
"PSRI007012"|1|"MANUTENZIONE E ASSISTENZA TECNICA"
"PSRI007012"|1|"PRODUZIONI INDUSTRIALI E ARTIGIANALI  - BIENNIO COMUNE"
"PSRI02000B"|2|"SERVIZI SOCIO-SANITARI - ODONTOTECNICO"
"PSRI02000B"|4|"MANUTENZIONE E ASSISTENZA TECNICA"
"PSRI02000B"|4|"PRODUZIONI INDUSTRIALI E ARTIGIANALI  - BIENNIO COMUNE"
"PSSD00301X"|2|"ARTISTICO NUOVO ORDINAMENTO - BIENNIO COMUNE"
"PSSD030007"|4|"ARTISTICO NUOVO ORDINAMENTO - BIENNIO COMUNE"
"PSSD04000T"|5|"ARTISTICO NUOVO ORDINAMENTO - BIENNIO COMUNE"
"PSTA01301D"|6|"AGRARIA, AGROALIMENTARE E AGROINDUSTRIA - BIENNIO COMUNE"
"PSTD004015"|2|"AMMINISTRAZIONE FINANZA E MARKETING - BIENNIO COMUNE"
"PSTD00601R"|2|"AMMINISTRAZIONE FINANZA E MARKETING - BIENNIO COMUNE"
"PSTD006527"|2|"V.O. TECNICO COMMERCIALE"
"PSTD00701L"|1|"AMMINISTRAZIONE FINANZA E MARKETING - BIENNIO COMUNE"
"PSTD00701L"|1|"COSTRUZIONI, AMBIENTE E TERRITORIO - BIENNIO COMUNE"
"PSTD01000B"|6|"AMMINISTRAZIONE FINANZA E MARKETING - BIENNIO COMUNE"
"PSTD018013"|1|"AMMINISTRAZIONE FINANZA E MARKETING - BIENNIO COMUNE"
"PSTD018013"|2|"TURISMO"
"PSTD090008"|5|"AMMINISTRAZIONE FINANZA E MARKETING - BIENNIO COMUNE"
"PSTF01000N"|3|"MECCANICA  MECCATRONICA ENERGIA - BIENNIO COMUNE"
"PSTF01000N"|3|"ELETTRONICA ED ELETTROTECNICA - BIENNIO COMUNE"
"PSTF01000N"|3|"INFORMATICA E TELECOMUNICAZIONI - BIENNIO COMUNE"
"PSTF01000N"|2|"CHIMICA, MATERIALI E BIOTECNOLOGIE - BIENNIO COMUNE"
"PSTH003013"|1|"TRASPORTI E LOGISTICA  - BIENNIO COMUNE"
"PSTL01000T"|5|"COSTRUZIONI, AMBIENTE E TERRITORIO - BIENNIO COMUNE"
"PTEE003015"|2|"da 28 a 30 ore settimanali"
"PTEE003026"|2|"tempo pieno per 40 ore settimanali"
"PTEE003059"|1|"da 28 a 30 ore settimanali"
"PTEE004011"|2|"27 ore settimanali"
"PTEE004055"|1|"27 ore settimanali"
"PTEE004066"|1|"27 ore settimanali"
"PTEE004066"|1|"tempo pieno per 40 ore settimanali"
"PTEE00411C"|1|"tempo pieno per 40 ore settimanali"
"PTEE00412D"|1|"27 ore settimanali"
"PTEE00414G"|1|"27 ore settimanali"
"PTEE00701C"|5|"tempo pieno per 40 ore settimanali"
"PTEE00704G"|1|"tempo pieno per 40 ore settimanali"
"PTEE01901P"|2|"27 ore settimanali"
"PTEE01902Q"|2|"tempo pieno per 40 ore settimanali"
"PTEE01903R"|1|"tempo pieno per 40 ore settimanali"
"PTEE01904T"|1|"27 ore settimanali"
"PTEE01905V"|2|"27 ore settimanali"
"PTEE02001V"|1|"27 ore settimanali"
"PTEE02001V"|1|"tempo pieno per 40 ore settimanali"
"PTEE02002X"|2|"27 ore settimanali"
"PTEE02002X"|1|"tempo pieno per 40 ore settimanali"
"PTEE02101P"|2|"da 28 a 30 ore settimanali"
"PTEE021093"|1|"da 28 a 30 ore settimanali"
"PTEE021116"|1|"tempo pieno per 40 ore settimanali"
"PTEE021127"|1|"tempo pieno per 40 ore settimanali"
"PTEE02302B"|1|"27 ore settimanali"
"PTEE02302B"|1|"tempo pieno per 40 ore settimanali"
"PTEE02303C"|2|"27 ore settimanali"
"PTEE02303C"|1|"tempo pieno per 40 ore settimanali"
"PTEE02310R"|1|"27 ore settimanali"
"PTEE025012"|1|"da 28 a 30 ore settimanali"
"PTEE025012"|1|"tempo pieno per 40 ore settimanali"
"PTEE025023"|1|"tempo pieno per 40 ore settimanali"
"PTEE025034"|2|"da 28 a 30 ore settimanali"
"PTEE80601G"|1|"da 28 a 30 ore settimanali"
"PTEE80602L"|2|"da 28 a 30 ore settimanali"
"PTEE80603N"|1|"da 28 a 30 ore settimanali"
"PTEE80604P"|1|"da 28 a 30 ore settimanali"
"PTEE80701B"|2|"27 ore settimanali"
"PTEE80702C"|2|"27 ore settimanali"
"PTEE808017"|2|"tempo pieno per 40 ore settimanali"
"PTEE808028"|3|"tempo pieno per 40 ore settimanali"
"PTEE808039"|1|"27 ore settimanali"
"PTEE809013"|1|"da 28 a 30 ore settimanali"
"PTEE809013"|1|"tempo pieno per 40 ore settimanali"
"PTEE809024"|1|"da 28 a 30 ore settimanali"
"PTEE809035"|1|"tempo pieno per 40 ore settimanali"
"PTEE810017"|2|"da 28 a 30 ore settimanali"
"PTEE810039"|1|"da 28 a 30 ore settimanali"
"PTEE81005B"|1|"tempo pieno per 40 ore settimanali"
"PTEE811013"|1|"27 ore settimanali"
"PTEE811024"|1|"tempo pieno per 40 ore settimanali"
"PTEE811035"|1|"24 ore settimanali"
"PTEE811046"|1|"tempo pieno per 40 ore settimanali"
"PTEE81201V"|1|"27 ore settimanali"
"PTEE81202X"|2|"27 ore settimanali"
"PTEE812031"|1|"tempo pieno per 40 ore settimanali"
"PTEE81301P"|1|"da 28 a 30 ore settimanali"
"PTEE81301P"|1|"tempo pieno per 40 ore settimanali"
"PTEE81401E"|1|"27 ore settimanali"
"PTEE81401E"|1|"tempo pieno per 40 ore settimanali"
"PTEE81402G"|1|"27 ore settimanali"
"PTEE81403L"|1|"tempo pieno per 40 ore settimanali"
"PTEE81404N"|2|"tempo pieno per 40 ore settimanali"
"PTEE81501A"|2|"27 ore settimanali"
"PTEE81502B"|1|"27 ore settimanali"
"PTEE81502B"|2|"tempo pieno per 40 ore settimanali"
"PTEE81503C"|1|"27 ore settimanali"
"PTEE816016"|1|"da 28 a 30 ore settimanali"
"PTEE816027"|1|"tempo pieno per 40 ore settimanali"
"PTEE816038"|1|"da 28 a 30 ore settimanali"
"PTEE816049"|1|"da 28 a 30 ore settimanali"
"PTEE81605A"|1|"da 28 a 30 ore settimanali"
"PTEE81606B"|1|"da 28 a 30 ore settimanali"
"PTEE81607C"|1|"da 28 a 30 ore settimanali"
"PTEE817012"|1|"da 28 a 30 ore settimanali"
"PTEE817012"|2|"tempo pieno per 40 ore settimanali"
"PTEE817023"|1|"27 ore settimanali"
"PTEE817034"|1|"da 28 a 30 ore settimanali"
"PTEE81801T"|3|"da 28 a 30 ore settimanali"
"PTEE81901N"|3|"27 ore settimanali"
"PTEE82001T"|2|"27 ore settimanali"
"PTEE82002V"|2|"27 ore settimanali"
"PTEE82003X"|2|"27 ore settimanali"
"PTEE82101N"|1|"27 ore settimanali"
"PTEE82102P"|1|"27 ore settimanali"
"PTEE82103Q"|1|"27 ore settimanali"
"PTMM02800B"|9|"30 ore settimanali"
"PTMM03300V"|5|"30 ore settimanali"
"PTMM03400P"|6|"30 ore settimanali"
"PTMM03500E"|9|"30 ore settimanali"
"PTMM037006"|9|"30 ore settimanali"
"PTMM037017"|2|"30 ore settimanali"
"PTMM80601E"|6|"30 ore settimanali"
"PTMM80601E"|6|"da 31 a 33 ore settimanali"
"PTMM80701A"|3|"30 ore settimanali"
"PTMM80701A"|1|"da 31 a 33 ore settimanali"
"PTMM808016"|7|"30 ore settimanali"
"PTMM809012"|4|"tempo prolungato da 37 a 40 ore settimanali"
"PTMM810016"|5|"30 ore settimanali"
"PTMM810016"|5|"da 31 a 33 ore settimanali"
"PTMM811012"|8|"30 ore settimanali"
