codscu|area_didattica|immatricolati
"PGTF040001"|"POLITICO-SOCIALE"|"7.7"
"PGTF040001"|"GEO-BIOLOGICA"|"11.5"
"PGTF040001"|"LETTERARIA"|"11.5"
"PGTF040001"|"GIURIDICA"|"3.8"
"PGTF040001"|"MEDICA"|"3.8"
"PGTF040001"|"ARCHITETTURA"|"7.7"
"PGTF040001"|"AGRARIO"|"3.8"
"PGTF040001"|"INSEGNAMENTO"|"3.8"
"PGTF12000L"|"INGEGNERIA"|"7.3"
"PGTF12000L"|"SCIENTIFICA"|"4.9"
"PGTF12000L"|"POLITICO-SOCIALE"|"2.4"
"PGTF12000L"|"GEO-BIOLOGICA"|"24.4"
"PGTF12000L"|"CHIMICO-FARMACEUTICA"|"12.2"
"PGTF12000L"|"EDUCAZIONE FISICA"|"9.8"
"PGTF12000L"|"LETTERARIA"|"2.4"
"PGTF12000L"|"PSICOLOGICA"|"2.4"
"PGTF12000L"|"GIURIDICA"|"4.9"
"PGTF12000L"|"LINGUISTICA"|"4.9"
"PGTF12000L"|"MEDICA"|"7.3"
"PGTF12000L"|"ARCHITETTURA"|"12.2"
"PGTF12000L"|"AGRARIO"|"2.4"
"PGTF12000L"|"INSEGNAMENTO"|"2.4"
"PGTL02301C"|"INGEGNERIA"|"31.6"
"PGTL02301C"|"ECONOMICO-STATISTICA"|"5.3"
"PGTL02301C"|"SCIENTIFICA"|"10.5"
"PGTL02301C"|"POLITICO-SOCIALE"|"5.3"
"PGTL02301C"|"GEO-BIOLOGICA"|"5.3"
"PGTL02301C"|"CHIMICO-FARMACEUTICA"|"5.3"
"PGTL02301C"|"ARCHITETTURA"|"26.3"
"PGTL02301C"|"AGRARIO"|"10.5"
"PIPC00101V"|"INGEGNERIA"|"13.5"
"PIPC00101V"|"ECONOMICO-STATISTICA"|"5.8"
"PIPC00101V"|"SCIENTIFICA"|"3.8"
"PIPC00101V"|"POLITICO-SOCIALE"|"13.5"
"PIPC00101V"|"GEO-BIOLOGICA"|"13.5"
"PIPC00101V"|"CHIMICO-FARMACEUTICA"|"9.6"
"PIPC00101V"|"EDUCAZIONE FISICA"|"1.9"
"PIPC00101V"|"LETTERARIA"|"11.5"
"PIPC00101V"|"GIURIDICA"|"15.4"
"PIPC00101V"|"LINGUISTICA"|"1.9"
"PIPC00101V"|"MEDICA"|"5.8"
"PIPC00101V"|"AGRARIO"|"3.8"
"PIPC00201P"|"INGEGNERIA"|"11.8"
"PIPC00201P"|"ECONOMICO-STATISTICA"|"5.9"
"PIPC00201P"|"POLITICO-SOCIALE"|"3.9"
"PIPC00201P"|"GEO-BIOLOGICA"|"9.8"
"PIPC00201P"|"CHIMICO-FARMACEUTICA"|"3.9"
"PIPC00201P"|"LETTERARIA"|"19.6"
"PIPC00201P"|"PSICOLOGICA"|"3.9"
"PIPC00201P"|"GIURIDICA"|"21.6"
"PIPC00201P"|"LINGUISTICA"|"3.9"
"PIPC00201P"|"MEDICA"|"3.9"
"PIPC00201P"|"ARCHITETTURA"|"3.9"
"PIPC00201P"|"AGRARIO"|"5.9"
"PIPC00201P"|"INSEGNAMENTO"|"2"
"PIPC020007"|"INGEGNERIA"|"6.8"
"PIPC020007"|"ECONOMICO-STATISTICA"|"5.5"
"PIPC020007"|"SCIENTIFICA"|"1.4"
"PIPC020007"|"GEO-BIOLOGICA"|"9.6"
"PIPC020007"|"CHIMICO-FARMACEUTICA"|"5.5"
"PIPC020007"|"EDUCAZIONE FISICA"|"1.4"
"PIPC020007"|"LETTERARIA"|"17.8"
"PIPC020007"|"PSICOLOGICA"|"5.5"
"PIPC020007"|"GIURIDICA"|"24.7"
"PIPC020007"|"LINGUISTICA"|"6.8"
"PIPC020007"|"MEDICA"|"5.5"
"PIPC020007"|"ARCHITETTURA"|"4.1"
"PIPC020007"|"AGRARIO"|"2.7"
"PIPC020007"|"INSEGNAMENTO"|"2.7"
"PIPM030002"|"INGEGNERIA"|"2.4"
"PIPM030002"|"ECONOMICO-STATISTICA"|"4.8"
"PIPM030002"|"POLITICO-SOCIALE"|"23.8"
"PIPM030002"|"GEO-BIOLOGICA"|"10.7"
"PIPM030002"|"CHIMICO-FARMACEUTICA"|"4.8"
"PIPM030002"|"EDUCAZIONE FISICA"|"1.2"
"PIPM030002"|"LETTERARIA"|"8.3"
"PIPM030002"|"PSICOLOGICA"|"3.6"
"PIPM030002"|"GIURIDICA"|"6"
"PIPM030002"|"LINGUISTICA"|"20.2"
"PIPM030002"|"MEDICA"|"2.4"
"PIPM030002"|"ARCHITETTURA"|"1.2"
"PIPM030002"|"INSEGNAMENTO"|"10.7"
"PIPM050007"|"INGEGNERIA"|"2.5"
"PIPM050007"|"ECONOMICO-STATISTICA"|"3.8"
"PIPM050007"|"SCIENTIFICA"|"1.3"
"PIPM050007"|"POLITICO-SOCIALE"|"21.5"
"PIPM050007"|"GEO-BIOLOGICA"|"11.4"
"PIPM050007"|"EDUCAZIONE FISICA"|"1.3"
"PIPM050007"|"LETTERARIA"|"8.9"
"PIPM050007"|"PSICOLOGICA"|"10.1"
"PIPM050007"|"GIURIDICA"|"12.7"
"PIPM050007"|"LINGUISTICA"|"12.7"
"PIPM050007"|"MEDICA"|"3.8"
"PIPM050007"|"AGRARIO"|"2.5"
"PIPM050007"|"INSEGNAMENTO"|"7.6"
"PIPS00201T"|"INGEGNERIA"|"29.2"
"PIPS00201T"|"ECONOMICO-STATISTICA"|"12.3"
"PIPS00201T"|"SCIENTIFICA"|"2.8"
"PIPS00201T"|"POLITICO-SOCIALE"|"3.8"
"PIPS00201T"|"GEO-BIOLOGICA"|"5.7"
"PIPS00201T"|"CHIMICO-FARMACEUTICA"|".9"
"PIPS00201T"|"EDUCAZIONE FISICA"|".9"
"PIPS00201T"|"LETTERARIA"|"2.8"
"PIPS00201T"|"PSICOLOGICA"|"2.8"
"PIPS00201T"|"GIURIDICA"|"5.7"
"PIPS00201T"|"LINGUISTICA"|"1.9"
"PIPS00201T"|"MEDICA"|"15.1"
"PIPS00201T"|"ARCHITETTURA"|"11.3"
"PIPS00201T"|"AGRARIO"|"3.8"
"PIPS00201T"|"DIFESA E SICUREZZA"|".9"
"PIPS00401D"|"INGEGNERIA"|"16.3"
"PIPS00401D"|"ECONOMICO-STATISTICA"|"9.8"
"PIPS00401D"|"SCIENTIFICA"|"3.3"
"PIPS00401D"|"POLITICO-SOCIALE"|"5.7"
"PIPS00401D"|"GEO-BIOLOGICA"|"7.3"
"PIPS00401D"|"CHIMICO-FARMACEUTICA"|"12.2"
"PIPS00401D"|"EDUCAZIONE FISICA"|"4.9"
"PIPS00401D"|"LETTERARIA"|"8.1"
"PIPS00401D"|"PSICOLOGICA"|"1.6"
"PIPS00401D"|"GIURIDICA"|"7.3"
"PIPS00401D"|"LINGUISTICA"|"6.5"
"PIPS00401D"|"MEDICA"|"8.1"
"PIPS00401D"|"ARCHITETTURA"|"2.4"
"PIPS00401D"|"AGRARIO"|"4.1"
"PIPS00401D"|"INSEGNAMENTO"|"2.4"
"PIPS01000Q"|"INGEGNERIA"|"18.2"
"PIPS01000Q"|"ECONOMICO-STATISTICA"|"10.2"
"PIPS01000Q"|"SCIENTIFICA"|"5.7"
"PIPS01000Q"|"POLITICO-SOCIALE"|"2.3"
"PIPS01000Q"|"GEO-BIOLOGICA"|"2.3"
"PIPS01000Q"|"CHIMICO-FARMACEUTICA"|"5.7"
"PIPS01000Q"|"EDUCAZIONE FISICA"|"3.4"
"PIPS01000Q"|"LETTERARIA"|"9.1"
"PIPS01000Q"|"PSICOLOGICA"|"5.7"
"PIPS01000Q"|"GIURIDICA"|"10.2"
"PIPS01000Q"|"LINGUISTICA"|"3.4"
"PIPS01000Q"|"MEDICA"|"3.4"
"PIPS01000Q"|"ARCHITETTURA"|"6.8"
"PIPS01000Q"|"AGRARIO"|"4.5"
"PIPS01000Q"|"INSEGNAMENTO"|"9.1"
"PIPS01001R"|"INSEGNAMENTO"|"100"
"PIPS02000A"|"INGEGNERIA"|"27.4"
"PIPS02000A"|"ECONOMICO-STATISTICA"|"9.3"
"PIPS02000A"|"SCIENTIFICA"|"6.2"
"PIPS02000A"|"POLITICO-SOCIALE"|".9"
"PIPS02000A"|"GEO-BIOLOGICA"|"7.5"
"PIPS02000A"|"CHIMICO-FARMACEUTICA"|"8.8"
"PIPS02000A"|"EDUCAZIONE FISICA"|".4"
"PIPS02000A"|"LETTERARIA"|"4"
"PIPS02000A"|"PSICOLOGICA"|"1.3"
"PIPS02000A"|"GIURIDICA"|"4.4"
"PIPS02000A"|"LINGUISTICA"|"2.2"
"PIPS02000A"|"MEDICA"|"20.4"
"PIPS02000A"|"ARCHITETTURA"|"4.9"
"PIPS02000A"|"AGRARIO"|"2.2"
"PIPS04000G"|"INGEGNERIA"|"19.2"
"PIPS04000G"|"ECONOMICO-STATISTICA"|"10.9"
"PIPS04000G"|"SCIENTIFICA"|"3.8"
"PIPS04000G"|"POLITICO-SOCIALE"|"3.2"
"PIPS04000G"|"GEO-BIOLOGICA"|"12.8"
"PIPS04000G"|"CHIMICO-FARMACEUTICA"|"7.7"
"PIPS04000G"|"EDUCAZIONE FISICA"|".6"
"PIPS04000G"|"LETTERARIA"|"6.4"
"PIPS04000G"|"PSICOLOGICA"|"5.1"
"PIPS04000G"|"GIURIDICA"|"8.3"
"PIPS04000G"|"LINGUISTICA"|"2.6"
"PIPS04000G"|"MEDICA"|"9"
"PIPS04000G"|"ARCHITETTURA"|"3.8"
"PIPS04000G"|"AGRARIO"|"5.8"
"PIPS04000G"|"DIFESA E SICUREZZA"|".6"
"PIRH01000D"|"ECONOMICO-STATISTICA"|"22.2"
"PIRH01000D"|"POLITICO-SOCIALE"|"22.2"
"PIRH01000D"|"LETTERARIA"|"11.1"
"PIRH01000D"|"GIURIDICA"|"22.2"
"PIRH01000D"|"LINGUISTICA"|"11.1"
"PIRH01000D"|"AGRARIO"|"11.1"
"PIRI010001"|"ECONOMICO-STATISTICA"|"14.3"
"PIRI010001"|"POLITICO-SOCIALE"|"14.3"
"PIRI010001"|"CHIMICO-FARMACEUTICA"|"14.3"
"PIRI010001"|"LETTERARIA"|"14.3"
"PIRI010001"|"GIURIDICA"|"14.3"
"PIRI010001"|"LINGUISTICA"|"14.3"
"PIRI010001"|"MEDICA"|"14.3"
"PIRI02000G"|"INGEGNERIA"|"42.9"
"PIRI02000G"|"POLITICO-SOCIALE"|"14.3"
"PIRI02000G"|"LETTERARIA"|"14.3"
"PIRI02000G"|"AGRARIO"|"14.3"
"PIRI02000G"|"INSEGNAMENTO"|"14.3"
"PISD00101C"|"EDUCAZIONE FISICA"|"100"
"PISD05000L"|"INGEGNERIA"|"22.2"
"PISD05000L"|"GEO-BIOLOGICA"|"22.2"
"PISD05000L"|"LETTERARIA"|"44.4"
"PISD05000L"|"LINGUISTICA"|"11.1"
"PISD05001N"|"ECONOMICO-STATISTICA"|"14.3"
"PISD05001N"|"POLITICO-SOCIALE"|"14.3"
"PISD05001N"|"LETTERARIA"|"14.3"
"PISD05001N"|"ARCHITETTURA"|"28.6"
"PISD05001N"|"AGRARIO"|"28.6"
"PITD004019"|"ECONOMICO-STATISTICA"|"75"
"PITD004019"|"POLITICO-SOCIALE"|"12.5"
"PITD004019"|"GIURIDICA"|"12.5"
"PITD01000G"|"INGEGNERIA"|"5.6"
"PITD01000G"|"ECONOMICO-STATISTICA"|"69.4"
"PITD01000G"|"SCIENTIFICA"|"5.6"
"PITD01000G"|"POLITICO-SOCIALE"|"2.8"
"PITD01000G"|"GEO-BIOLOGICA"|"2.8"
"PITD01000G"|"LETTERARIA"|"2.8"
"PITD01000G"|"GIURIDICA"|"5.6"
"PITD01000G"|"LINGUISTICA"|"2.8"
"PITD01000G"|"INSEGNAMENTO"|"2.8"
"PITD03000R"|"INGEGNERIA"|"24"
"PITD03000R"|"ECONOMICO-STATISTICA"|"44"
"PITD03000R"|"SCIENTIFICA"|"4"
"PITD03000R"|"POLITICO-SOCIALE"|"2"
"PITD03000R"|"GEO-BIOLOGICA"|"2"
"PITD03000R"|"LETTERARIA"|"4"
"PITD03000R"|"GIURIDICA"|"2"
"PITD03000R"|"ARCHITETTURA"|"12"
"PITD03000R"|"AGRARIO"|"4"
"PITD03000R"|"INSEGNAMENTO"|"2"
"PITD04000B"|"ECONOMICO-STATISTICA"|"36.4"
"PITD04000B"|"SCIENTIFICA"|"9.1"
"PITD04000B"|"EDUCAZIONE FISICA"|"9.1"
"PITD04000B"|"LETTERARIA"|"9.1"
"PITD04000B"|"GIURIDICA"|"18.2"
"PITD04000B"|"LINGUISTICA"|"9.1"
"PITD04000B"|"ARCHITETTURA"|"9.1"
"PITD04001C"|"POLITICO-SOCIALE"|"25"
"PITD04001C"|"LETTERARIA"|"50"
"PITD04001C"|"AGRARIO"|"25"
"PITD04002D"|"INGEGNERIA"|"66.7"
"PITD04002D"|"POLITICO-SOCIALE"|"16.7"
"PITD04002D"|"GEO-BIOLOGICA"|"16.7"
"PITD070007"|"INGEGNERIA"|"5.6"
"PITD070007"|"ECONOMICO-STATISTICA"|"33.3"
"PITD070007"|"SCIENTIFICA"|"5.6"
"PITD070007"|"POLITICO-SOCIALE"|"2.8"
"PITD070007"|"CHIMICO-FARMACEUTICA"|"8.3"
"PITD070007"|"PSICOLOGICA"|"2.8"
"PITD070007"|"GIURIDICA"|"19.4"
"PITD070007"|"LINGUISTICA"|"11.1"
"PITD070007"|"AGRARIO"|"5.6"
"PITD070007"|"INSEGNAMENTO"|"5.6"
"PITE003011"|"INGEGNERIA"|"4.5"
"PITE003011"|"ECONOMICO-STATISTICA"|"9.1"
"PITE003011"|"POLITICO-SOCIALE"|"11.4"
"PITE003011"|"GEO-BIOLOGICA"|"11.4"
"PITE003011"|"CHIMICO-FARMACEUTICA"|"20.5"
"PITE003011"|"LETTERARIA"|"2.3"
"PITE003011"|"PSICOLOGICA"|"6.8"
"PITE003011"|"GIURIDICA"|"6.8"
"PITE003011"|"LINGUISTICA"|"2.3"
"PITE003011"|"MEDICA"|"18.2"
"PITE003011"|"AGRARIO"|"6.8"
"PITF01000T"|"INGEGNERIA"|"54.3"
"PITF01000T"|"ECONOMICO-STATISTICA"|"8.7"
"PITF01000T"|"SCIENTIFICA"|"6.5"
"PITF01000T"|"POLITICO-SOCIALE"|"4.3"
"PITF01000T"|"GEO-BIOLOGICA"|"4.3"
"PITF01000T"|"CHIMICO-FARMACEUTICA"|"13"
"PITF01000T"|"LETTERARIA"|"2.2"
"PITF01000T"|"GIURIDICA"|"2.2"
"PITF01000T"|"MEDICA"|"4.3"
"PITF030003"|"INGEGNERIA"|"28.2"
"PITF030003"|"ECONOMICO-STATISTICA"|"28.2"
"PITF030003"|"SCIENTIFICA"|"12.8"
"PITF030003"|"POLITICO-SOCIALE"|"7.7"
"PITF030003"|"GEO-BIOLOGICA"|"2.6"
"PITF030003"|"CHIMICO-FARMACEUTICA"|"5.1"
"PITF030003"|"LETTERARIA"|"7.7"
"PITF030003"|"MEDICA"|"2.6"
"PITF030003"|"AGRARIO"|"2.6"
"PITF030003"|"INSEGNAMENTO"|"2.6"
"PITL00301X"|"INGEGNERIA"|"44.7"
"PITL00301X"|"ECONOMICO-STATISTICA"|"15.8"
"PITL00301X"|"SCIENTIFICA"|"2.6"
"PITL00301X"|"POLITICO-SOCIALE"|"2.6"
"PITL00301X"|"CHIMICO-FARMACEUTICA"|"5.3"
"PITL00301X"|"LETTERARIA"|"2.6"
"PITL00301X"|"ARCHITETTURA"|"10.5"
"PITL00301X"|"AGRARIO"|"15.8"
"PNPC00101B"|"INGEGNERIA"|"3.9"
"PNPC00101B"|"ECONOMICO-STATISTICA"|"9.3"
"PNPC00101B"|"SCIENTIFICA"|".8"
"PNPC00101B"|"POLITICO-SOCIALE"|"10.9"
"PNPC00101B"|"GEO-BIOLOGICA"|"7"
"PNPC00101B"|"CHIMICO-FARMACEUTICA"|"3.9"
"PNPC00101B"|"EDUCAZIONE FISICA"|".8"
"PNPC00101B"|"LETTERARIA"|"20.9"
"PNPC00101B"|"PSICOLOGICA"|"2.3"
"PNPC00101B"|"GIURIDICA"|"14"
"PNPC00101B"|"LINGUISTICA"|"8.5"
"PNPC00101B"|"MEDICA"|"12.4"
"PNPC00101B"|"ARCHITETTURA"|"2.3"
"PNPC00101B"|"AGRARIO"|"1.6"
"PNPC00101B"|"INSEGNAMENTO"|"1.6"
"PNPM00201B"|"INGEGNERIA"|"10"
"PNPM00201B"|"ECONOMICO-STATISTICA"|"18.8"
"PNPM00201B"|"SCIENTIFICA"|"2.5"
"PNPM00201B"|"POLITICO-SOCIALE"|"5"
"PNPM00201B"|"GEO-BIOLOGICA"|"6.3"
"PNPM00201B"|"CHIMICO-FARMACEUTICA"|"8.8"
"PNPM00201B"|"EDUCAZIONE FISICA"|"2.5"
"PNPM00201B"|"LETTERARIA"|"2.5"
"PNPM00201B"|"PSICOLOGICA"|"1.3"
"PNPM00201B"|"GIURIDICA"|"3.8"
"PNPM00201B"|"LINGUISTICA"|"21.3"
"PNPM00201B"|"MEDICA"|"6.3"
"PNPM00201B"|"ARCHITETTURA"|"5"
"PNPM00201B"|"AGRARIO"|"1.3"
"PNPM00201B"|"INSEGNAMENTO"|"5"
"PNPQ00201G"|"SCIENTIFICA"|"2.8"
"PNPQ00201G"|"POLITICO-SOCIALE"|"22.2"
"PNPQ00201G"|"GEO-BIOLOGICA"|"5.6"
"PNPQ00201G"|"CHIMICO-FARMACEUTICA"|"2.8"
"PNPQ00201G"|"EDUCAZIONE FISICA"|"2.8"
"PNPQ00201G"|"LETTERARIA"|"8.3"
"PNPQ00201G"|"PSICOLOGICA"|"11.1"
"PNPQ00201G"|"GIURIDICA"|"2.8"
"PNPQ00201G"|"MEDICA"|"19.4"
"PNPQ00201G"|"ARCHITETTURA"|"5.6"
"PNPQ00201G"|"AGRARIO"|"2.8"
"PNPQ00201G"|"INSEGNAMENTO"|"13.9"
"PNPS00101E"|"INGEGNERIA"|"13.7"
"PNPS00101E"|"ECONOMICO-STATISTICA"|"15.3"
"PNPS00101E"|"SCIENTIFICA"|"4.2"
"PNPS00101E"|"POLITICO-SOCIALE"|"10.5"
"PNPS00101E"|"GEO-BIOLOGICA"|"4.7"
"PNPS00101E"|"CHIMICO-FARMACEUTICA"|"2.6"
"PNPS00101E"|"EDUCAZIONE FISICA"|"1.6"
"PNPS00101E"|"LETTERARIA"|"8.4"
"PNPS00101E"|"PSICOLOGICA"|"3.7"
"PNPS00101E"|"GIURIDICA"|"5.8"
"PNPS00101E"|"LINGUISTICA"|"3.2"
"PNPS00101E"|"MEDICA"|"11.1"
"PNPS00101E"|"ARCHITETTURA"|"3.2"
"PNPS00101E"|"AGRARIO"|"6.3"
"PNPS00101E"|"INSEGNAMENTO"|"5.8"
"PNPS003016"|"INGEGNERIA"|"20.8"
"PNPS003016"|"ECONOMICO-STATISTICA"|"20.8"
"PNPS003016"|"SCIENTIFICA"|"5.7"
"PNPS003016"|"POLITICO-SOCIALE"|"11.3"
"PNPS003016"|"GEO-BIOLOGICA"|"1.9"
"PNPS003016"|"CHIMICO-FARMACEUTICA"|"1.9"
"PNPS003016"|"EDUCAZIONE FISICA"|"1.9"
"PNPS003016"|"LETTERARIA"|"7.5"
"PNPS003016"|"PSICOLOGICA"|"1.9"
"PNPS003016"|"GIURIDICA"|"1.9"
"PNPS003016"|"LINGUISTICA"|"5.7"
"PNPS003016"|"MEDICA"|"9.4"
"PNPS003016"|"ARCHITETTURA"|"9.4"
"PNPS010008"|"INGEGNERIA"|"19.1"
"PNPS010008"|"ECONOMICO-STATISTICA"|"16.5"
"PNPS010008"|"SCIENTIFICA"|"7.7"
"PNPS010008"|"POLITICO-SOCIALE"|"9.3"
"PNPS010008"|"GEO-BIOLOGICA"|"9.3"
"PNPS010008"|"CHIMICO-FARMACEUTICA"|"2.1"
"PNPS010008"|"EDUCAZIONE FISICA"|"1"
"PNPS010008"|"LETTERARIA"|"1.5"
"PNPS010008"|"PSICOLOGICA"|"3.6"
"PNPS010008"|"GIURIDICA"|"8.2"
"PNPS010008"|"LINGUISTICA"|"5.2"
"PNPS010008"|"MEDICA"|"6.7"
"PNPS010008"|"ARCHITETTURA"|"4.1"
"PNPS010008"|"AGRARIO"|"5.7"
"PNPS060009"|"INGEGNERIA"|"12.2"
"PNPS060009"|"ECONOMICO-STATISTICA"|"17.3"
"PNPS060009"|"SCIENTIFICA"|"7.1"
"PNPS060009"|"POLITICO-SOCIALE"|"9.2"
"PNPS060009"|"GEO-BIOLOGICA"|"7.1"
"PNPS060009"|"CHIMICO-FARMACEUTICA"|"4.1"
"PNPS060009"|"EDUCAZIONE FISICA"|"2"
"PNPS060009"|"LETTERARIA"|"7.1"
"PNPS060009"|"PSICOLOGICA"|"3.1"
"PNPS060009"|"GIURIDICA"|"5.1"
"PNPS060009"|"LINGUISTICA"|"4.1"
"PNPS060009"|"MEDICA"|"11.2"
"PNPS060009"|"ARCHITETTURA"|"1"
"PNPS060009"|"AGRARIO"|"9.2"
"PNRC00401E"|"LINGUISTICA"|"66.7"
"PNRC00401E"|"INSEGNAMENTO"|"33.3"
"PNRC00801T"|"ECONOMICO-STATISTICA"|"16.7"
"PNRC00801T"|"POLITICO-SOCIALE"|"23.8"
"PNRC00801T"|"LETTERARIA"|"4.8"
"PNRC00801T"|"PSICOLOGICA"|"2.4"
"PNRC00801T"|"GIURIDICA"|"11.9"
"PNRC00801T"|"LINGUISTICA"|"7.1"
"PNRC00801T"|"AGRARIO"|"4.8"
"PNRC00801T"|"INSEGNAMENTO"|"28.6"
"PNRI00701P"|"INGEGNERIA"|"25"
"PNRI00701P"|"GEO-BIOLOGICA"|"25"
"PNRI00701P"|"GIURIDICA"|"25"
"PNRI00701P"|"AGRARIO"|"25"
"PNRI00901A"|"INGEGNERIA"|"37.5"
"PNRI00901A"|"ECONOMICO-STATISTICA"|"12.5"
"PNRI00901A"|"POLITICO-SOCIALE"|"12.5"
"PNRI00901A"|"LETTERARIA"|"12.5"
"PNRI00901A"|"ARCHITETTURA"|"25"
"PNRI09000A"|"INGEGNERIA"|"16.7"
"PNRI09000A"|"POLITICO-SOCIALE"|"33.3"
"PNRI09000A"|"EDUCAZIONE FISICA"|"16.7"
"PNRI09000A"|"LINGUISTICA"|"33.3"
"PNRI09002C"|"SCIENTIFICA"|"50"
"PNRI09002C"|"POLITICO-SOCIALE"|"50"
"PNSD020009"|"POLITICO-SOCIALE"|"10"
"PNSD020009"|"GEO-BIOLOGICA"|"5"
"PNSD020009"|"CHIMICO-FARMACEUTICA"|"5"
"PNSD020009"|"LETTERARIA"|"35"
"PNSD020009"|"PSICOLOGICA"|"5"
"PNSD020009"|"LINGUISTICA"|"5"
"PNSD020009"|"ARCHITETTURA"|"20"
"PNSD020009"|"AGRARIO"|"5"
"PNSD020009"|"INSEGNAMENTO"|"10"
"PNTA00401B"|"GEO-BIOLOGICA"|"16.7"
"PNTA00401B"|"AGRARIO"|"83.3"
"PNTD00601D"|"INGEGNERIA"|"14.3"
"PNTD00601D"|"ECONOMICO-STATISTICA"|"57.1"
"PNTD00601D"|"GIURIDICA"|"7.1"
"PNTD00601D"|"LINGUISTICA"|"21.4"
"PNTD007019"|"INGEGNERIA"|"4.8"
"PNTD007019"|"ECONOMICO-STATISTICA"|"42.9"
"PNTD007019"|"SCIENTIFICA"|"9.5"
"PNTD007019"|"LETTERARIA"|"9.5"
"PNTD007019"|"PSICOLOGICA"|"4.8"
"PNTD007019"|"GIURIDICA"|"4.8"
"PNTD007019"|"LINGUISTICA"|"14.3"
"PNTD007019"|"MEDICA"|"9.5"
"PNTD05000E"|"INGEGNERIA"|"3.7"
"PNTD05000E"|"ECONOMICO-STATISTICA"|"66.7"
"PNTD05000E"|"SCIENTIFICA"|"3.7"
"PNTD05000E"|"GIURIDICA"|"11.1"
"PNTD05000E"|"LINGUISTICA"|"11.1"
"PNTD05000E"|"AGRARIO"|"3.7"
"PNTF004014"|"GEO-BIOLOGICA"|"100"
"PNTF01000A"|"INGEGNERIA"|"51.2"
"PNTF01000A"|"ECONOMICO-STATISTICA"|"16.3"
"PNTF01000A"|"SCIENTIFICA"|"7.5"
"PNTF01000A"|"POLITICO-SOCIALE"|"3.8"
"PNTF01000A"|"GEO-BIOLOGICA"|"5"
"PNTF01000A"|"CHIMICO-FARMACEUTICA"|"7.5"
"PNTF01000A"|"LETTERARIA"|"1.3"
"PNTF01000A"|"GIURIDICA"|"3.8"
"PNTF01000A"|"LINGUISTICA"|"1.3"
"PNTF01000A"|"MEDICA"|"1.3"
"PNTF01000A"|"AGRARIO"|"1.3"
"POPC001014"|"INGEGNERIA"|"2.8"
"POPC001014"|"ECONOMICO-STATISTICA"|"8.3"
"POPC001014"|"SCIENTIFICA"|"4.2"
"POPC001014"|"POLITICO-SOCIALE"|"5.6"
"POPC001014"|"GEO-BIOLOGICA"|"6.9"
"POPC001014"|"CHIMICO-FARMACEUTICA"|"4.2"
"POPC001014"|"LETTERARIA"|"22.2"
"POPC001014"|"PSICOLOGICA"|"2.8"
"POPC001014"|"GIURIDICA"|"19.4"
"POPC001014"|"LINGUISTICA"|"9.7"
"POPC001014"|"MEDICA"|"4.2"
"POPC001014"|"ARCHITETTURA"|"8.3"
"POPC001014"|"AGRARIO"|"1.4"
"POPC02000C"|"INGEGNERIA"|"5"
"POPC02000C"|"ECONOMICO-STATISTICA"|"15"
"POPC02000C"|"POLITICO-SOCIALE"|"15"
"POPC02000C"|"CHIMICO-FARMACEUTICA"|"10"
"POPC02000C"|"LETTERARIA"|"20"
"POPC02000C"|"GIURIDICA"|"20"
"POPC02000C"|"ARCHITETTURA"|"10"
"POPC02000C"|"AGRARIO"|"5"
"POPM001018"|"INGEGNERIA"|"1.2"
"POPM001018"|"ECONOMICO-STATISTICA"|"5.9"
"POPM001018"|"SCIENTIFICA"|"1.2"
"POPM001018"|"POLITICO-SOCIALE"|"12.9"
"POPM001018"|"GEO-BIOLOGICA"|"2.4"
"POPM001018"|"CHIMICO-FARMACEUTICA"|"4.7"
"POPM001018"|"LETTERARIA"|"12.9"
"POPM001018"|"PSICOLOGICA"|"7.1"
"POPM001018"|"GIURIDICA"|"10.6"
"POPM001018"|"LINGUISTICA"|"2.4"
"POPM001018"|"MEDICA"|"5.9"
"POPM001018"|"INSEGNAMENTO"|"32.9"
"POPS00301V"|"INGEGNERIA"|"11.9"
"POPS00301V"|"ECONOMICO-STATISTICA"|"13.3"
"POPS00301V"|"SCIENTIFICA"|"6.3"
"POPS00301V"|"POLITICO-SOCIALE"|"9.1"
"POPS00301V"|"GEO-BIOLOGICA"|"9.1"
"POPS00301V"|"CHIMICO-FARMACEUTICA"|"4.2"
"POPS00301V"|"EDUCAZIONE FISICA"|"2.1"
"POPS00301V"|"LETTERARIA"|"9.1"
"POPS00301V"|"PSICOLOGICA"|"2.1"
"POPS00301V"|"GIURIDICA"|"10.5"
"POPS00301V"|"LINGUISTICA"|"4.9"
"POPS00301V"|"MEDICA"|"8.4"
"POPS00301V"|"ARCHITETTURA"|"2.1"
"POPS00301V"|"AGRARIO"|"4.2"
"POPS00301V"|"INSEGNAMENTO"|"2.8"
"POPS010001"|"INGEGNERIA"|"2.8"
"POPS010001"|"ECONOMICO-STATISTICA"|"13.9"
"POPS010001"|"SCIENTIFICA"|"11.1"
"POPS010001"|"POLITICO-SOCIALE"|"5.6"
"POPS010001"|"GEO-BIOLOGICA"|"5.6"
"POPS010001"|"CHIMICO-FARMACEUTICA"|"8.3"
"POPS010001"|"LETTERARIA"|"5.6"
"POPS010001"|"PSICOLOGICA"|"2.8"
"POPS010001"|"GIURIDICA"|"19.4"
"POPS010001"|"LINGUISTICA"|"8.3"
"POPS010001"|"MEDICA"|"5.6"
